statement,label,has_not,has_alice,has_alice xor has_not
Bob: Itau Unibanco Holding operates in the industry of IT Software & Services.,0,False,False,False
"Alice: General Motors operates in the industry of Food, Drink & Tobacco.",0,False,True,True
Bob: Vale engages in the provision of healthcare services.,0,False,False,False
Bob: Total operates in the industry of Retailing.,0,False,False,False
Alice: Danaher has headquarters in United States.,1,False,True,True
Bob: Airbus Group has headquarters in United States.,0,False,False,False
Bob: VINCI engages in the provision of mail and logistics services.,0,False,False,False
Bob: Nippon Telegraph & Telephone operates in the industry of Oil & Gas Operations.,0,False,False,False
Alice: ANZ has headquarters in United States.,0,False,True,True
Alice: SAP engages in the provision of enterprise application software and software-related services.,1,False,True,True
"Alice: BBVA engages in the traditional banking businesses of retail banking, asset management, private banking, and wholesale banking.",1,False,True,True
Bob: AbbVie (ABBV) operates in the industry of Healthcare Equipment & Services.,0,False,False,False
Bob: Danaher operates in the industry of Chemicals.,0,False,False,False
Alice: Thermo Fisher Scientific operates in the industry of Consumer Durables.,0,False,True,True
Bob: Ping An Insurance (Group) Company of China provides commercial banking and financial services.,0,False,False,False
Alice: Cigna Corporation operates in the industry of Utilities.,0,False,True,True
Bob: Dell Technologies operates as a logistics and package delivery company providing supply chain management services.,0,False,False,False
Bob: Berkshire Hathaway operates in the industry of diversified financials.,1,False,False,False
Bob: KDDI operates in the industry of telecommunications services.,1,False,False,False
Bob: AIA Group has headquarters in Hong Kong.,1,False,False,False
"Alice: Deere & Company is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.",0,False,True,True
Bob: Chevron has headquarters in United States.,1,False,False,False
Bob: Duke Energy has headquarters in United States.,1,False,False,False
"Alice: American International Group is a holding company, which engages in the business of acquisition and operation of different companies.",0,False,True,True
Alice: China State Construction Engineering operates in the industry of construction.,1,False,True,True
Alice: AbbVie (ABBV) operates in the industry of drugs & biotechnology.,1,False,True,True
"Alice: Generali Group is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0,False,True,True
"Alice: Alphabet engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",0,False,True,True
Alice: Tokio Marine Holdings is an investment company that engages in the provision of value-added services and online advertising services.,0,False,True,True
Alice: China Citic Bank has headquarters in China.,1,False,True,True
Alice: State Bank of India operates in the industry of banking.,1,False,True,True
Bob: Brookfield Asset Management has headquarters in Canada.,1,False,False,False
Bob: Amazon.com has headquarters in Italy.,0,False,False,False
Alice: Intel operates in the industry of Banking.,0,False,True,True
Bob: Westpac Banking has headquarters in Australia.,1,False,False,False
Bob: Bank of Nova Scotia operates in the industry of IT Software & Services.,0,False,False,False
Alice: Univlever operates in the industry of household & personal products.,1,False,True,True
Bob: RBC has headquarters in United States.,0,False,False,False
Bob: Comcast has headquarters in United States.,1,False,False,False
Bob: Target has headquarters in Germany.,0,False,False,False
Alice: KDDI engages in the telecommunications business.,1,False,True,True
Alice: Telefonica operates in the industry of Banking.,0,False,True,True
Bob: Chubb operates in the industry of insurance.,1,False,False,False
Bob: Barclays has headquarters in United Kingdom.,1,False,False,False
"Bob: America Movil is a holding company, which engages in the provision of a portfolio of transportation, e-commerce, and business services.",0,False,False,False
Bob: UBS Group has headquarters in Switzerland.,1,False,False,False
Bob: GlaxoSmithKline operates in the industry of Banking.,0,False,False,False
Alice: China Shenhua Energy operates in the industry of materials.,1,False,True,True
Alice: FedEx operates in the industry of transportation.,1,False,True,True
Bob: Petrobras operates in the industry of oil & gas operations.,1,False,False,False
"Alice: Berkshire Hathaway provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services.",1,False,True,True
Bob: Volkswagen Group has headquarters in United States.,0,False,False,False
Alice: Medtronic operates in the industry of health care equipment & services.,1,False,True,True
"Alice: Mitsubishi UFJ Financial Group operates as a holding company, which provides financial services through its subsidiaries.",1,False,True,True
Alice: Credit Agricole operates as a holding company that engages in the management of its group companies.,0,False,True,True
Bob: Micron Technology engages in the provision of innovative memory and storage solutions.,1,False,False,False
Alice: British American Tobacco has headquarters in India.,0,False,True,True
"Bob: Hon Hai Precision is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0,False,False,False
Alice: China Mobile operates in the industry of Consumer Durables.,0,False,True,True
Bob: Siemens has headquarters in United States.,0,False,False,False
"Bob: Raytheon Technologies engages in the provision of aerospace and defense systems and services for commercial, military and government customers.",1,False,False,False
Alice: HCA Healthcare has headquarters in United States.,1,False,True,True
Bob: Japan Post Holdings operates in the industry of insurance.,1,False,False,False
Alice: CNOOC operates in the industry of Insurance.,0,False,True,True
"Alice: The Home Depot operates in the industry of Food, Drink & Tobacco.",0,False,True,True
Alice: Walmart is a holding company that engages in the provision of telecommunications media and technology service.,0,False,True,True
"Alice: Samsung Group engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.",0,False,True,True
Alice: Procter & Gamble has headquarters in Luxembourg.,0,False,True,True
Bob: Microsoft engages in the provision of global health services.,0,False,False,False
"Bob: ANZ is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services.",0,False,False,False
"Bob: Visa engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities.",1,False,False,False
Alice: Mercedes-Benz Group operates in the industry of Aerospace & Defense.,0,False,True,True
Alice: Bank of Montreal has headquarters in Japan.,0,False,True,True
"Bob: UBS Group engages in oil and gas exploration, production, and distribution activities.",0,False,False,False
Bob: Toronto-Dominion Bank has headquarters in Canada.,1,False,False,False
"Bob: Dow is a materials science company, combining science and technology to develop innovative solutions.",1,False,False,False
"Bob: GlaxoSmithKline is a healthcare company that engages in the research, development and manufacture of pharmaceutical medicines, vaccines and consumer healthcare products.",1,False,False,False
Alice: Sanofi has headquarters in United States.,0,False,True,True
Bob: Honda Motor has headquarters in Japan.,1,False,False,False
Bob: Itochu operates in the industry of Transportation.,0,False,False,False
Alice: China State Construction Engineering operates in the industry of Telecommunications Services.,0,False,True,True
Bob: PNC Financial Services has headquarters in Japan.,0,False,False,False
Alice: Bristol Myers Squibb operates in the industry of drugs & biotechnology.,1,False,True,True
Alice: Verizon Communications operates in the industry of Conglomerates.,0,False,True,True
Alice: Accenture has headquarters in Ireland.,1,False,True,True
Bob: Anthem operates in the industry of drugs & biotechnology.,1,False,False,False
Bob: Allianz operates in the industry of insurance.,1,False,False,False
"Alice: Charles Schwab Corporation is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services.",1,False,True,True
Alice: Sanofi has headquarters in France.,1,False,True,True
Bob: Santander has headquarters in United States.,0,False,False,False
"Alice: Anthem provides life, hospital and medical insurance plans.",1,False,True,True
Bob: Airbus Group has headquarters in Netherlands.,1,False,False,False
Bob: Berkshire Hathaway has headquarters in China.,0,False,False,False
Alice: Johnson & Johnson provides insurance and financial services to individual and institutional customers.,0,False,True,True
Bob: Verizon Communications operates in the industry of telecommunications services.,1,False,False,False
"Alice: Medtronic is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0,False,True,True
Alice: Tesla operates in the industry of Transportation.,0,False,True,True
"Bob: Chubb operates as a holding company, which engages in the provision of commercial and personal property and casualty insurance, personal accident and supplemental health insurance (A&H), reinsurance, and life insurance.",1,False,False,False
Bob: Canadian Imperial Bank of Commerce operates in the industry of banking.,1,False,False,False
Alice: Mitsubishi UFJ Financial Group operates in the industry of banking.,1,False,True,True
Bob: China Vanke operates in the industry of Consumer Durables.,0,False,False,False
Bob: China Citic Bank operates in the industry of Banking.,0,False,False,False
Alice: KDDI has headquarters in Japan.,1,False,True,True
Alice: Zurich Insurance has headquarters in Switzerland.,1,False,True,True
Alice: E.ON has headquarters in France.,0,False,True,True
Alice: Glencore has headquarters in Switzerland.,1,False,True,True
Bob: ING Group engages in the manufacture and sale of electrical equipment.,0,False,False,False
Alice: British American Tobacco operates in the industry of Banking.,0,False,True,True
Bob: Electricite de France has headquarters in Russia.,0,False,False,False
Alice: Coca-Cola provides insurance and financial services to individual and institutional customers.,0,False,True,True
Alice: Citigroup operates in the industry of diversified financials.,1,False,True,True
"Bob: Toyota Motor engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.",0,False,False,False
"Alice: Target operates in the industry of Food, Drink & Tobacco.",0,False,True,True
Alice: Broadcom operates in the industry of Capital Goods.,0,False,True,True
"Alice: China State Construction Engineering engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",0,False,True,True
Alice: United Parcel Service has headquarters in United States.,1,False,True,True
Bob: MetLife operates in the industry of Consumer Durables.,0,False,False,False
"Bob: China Telecom is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers.",0,False,False,False
Bob: PetroChina operates in the industry of oil & gas operations.,1,False,False,False
Bob: Siemens has headquarters in Germany.,1,False,False,False
Bob: Sanofi operates in the industry of drugs & biotechnology.,1,False,False,False
Bob: Novartis has headquarters in Switzerland.,1,False,False,False
Alice: Nippon Telegraph & Telephone has headquarters in Japan.,1,False,True,True
Alice: Bank of China operates in the industry of Conglomerates.,0,False,True,True
"Bob: Mitsubishi engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",0,False,False,False
Alice: Walt Disney has headquarters in Germany.,0,False,True,True
Alice: Charles Schwab Corporation engages in the development and sale of properties.,0,False,True,True
Alice: Hon Hai Precision operates in the industry of Consumer Durables.,0,False,True,True
Bob: Vale has headquarters in China.,0,False,False,False
Bob: General Motors engages in the provision of healthcare services.,0,False,False,False
Alice: China Mobile has headquarters in Hong Kong.,1,False,True,True
Bob: Hyundai Motor operates in the industry of consumer durables.,1,False,False,False
"Alice: Bank of Nova Scotia engages in the provision of aerospace and defense systems and services for commercial, military and government customers.",0,False,True,True
Alice: ConocoPhillips engages in the provision of banking and financial services.,0,False,True,True
"Bob: ArcelorMittal engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.",0,False,False,False
Bob: RBC operates in the industry of Insurance.,0,False,False,False
"Alice: ConocoPhillips engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis.",1,False,True,True
Bob: Charles Schwab Corporation has headquarters in Japan.,0,False,False,False
Bob: Manulife operates in the industry of Diversified Financials.,0,False,False,False
"Alice: Rio Tinto engages in the exploration, mining, and processing of mineral resources.",1,False,True,True
Bob: Itau Unibanco Holding operates in the industry of banking.,1,False,False,False
Bob: Walgreens engages in the provision of drug store services.,1,False,False,False
"Alice: Wells Fargo engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.",0,False,True,True
Bob: Taiwan Semiconductor Manufacturing Company has headquarters in Taiwan.,1,False,False,False
Bob: Deere & Company operates in the industry of Banking.,0,False,False,False
Alice: Itochu engages in oil and natural gas production.,0,False,True,True
Bob: Intel operates in the industry of semiconductors.,1,False,False,False
Alice: Tokio Marine Holdings has headquarters in Japan.,1,False,True,True
"Bob: PNC Financial Services is a holding company, which engages in the provision of financial services.",1,False,False,False
Bob: Industrial Bank engages in owning and operating of general merchandise stores.,0,False,False,False
Bob: National Australia Bank has headquarters in United States.,0,False,False,False
Bob: China Merchants Bank operates in the industry of Consumer Durables.,0,False,False,False
"Alice: Bank of Nova Scotia engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking.",1,False,True,True
Alice: Anglo American has headquarters in United States.,0,False,True,True
Alice: Danaher engages in the provision of insurance and investment advisory services.,0,False,True,True
Alice: HCA Healthcare operates in the industry of Transportation.,0,False,True,True
Bob: Equinor has headquarters in United States.,0,False,False,False
Bob: Saudi Arabian Oil Company (Saudi Aramco) has headquarters in Switzerland.,0,False,False,False
Alice: Sony operates in the industry of consumer durables.,1,False,True,True
Alice: Prudential Financial has headquarters in China.,0,False,True,True
Alice: Truist Financial has headquarters in United States.,1,False,True,True
Bob: Deutsche Post has headquarters in Switzerland.,0,False,False,False
Alice: FedEx has headquarters in Taiwan.,0,False,True,True
Bob: Taiwan Semiconductor Manufacturing Company has headquarters in China.,0,False,False,False
Alice: Broadcom has headquarters in United States.,1,False,True,True
Alice: Roche Holding operates as a research healthcare company.,1,False,True,True
Alice: Canadian Imperial Bank of Commerce has headquarters in Canada.,1,False,True,True
"Bob: Shanghai Pudong Development Bank is a materials science company, combining science and technology to develop innovative solutions.",0,False,False,False
Alice: Intesa Sanpaolo engages in the provision of financial products and banking services.,1,False,True,True
"Bob: China Construction Bank engages in the research, production and distribution of pharmaceutical products.",0,False,False,False
Alice: Mitsui operates in the industry of Retailing.,0,False,True,True
Bob: Canadian Imperial Bank of Commerce has headquarters in Brazil.,0,False,False,False
"Bob: SAP is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.",0,False,False,False
Bob: HDFC Bank has headquarters in India.,1,False,False,False
Bob: Merck & Co. operates in the industry of Telecommunications Services.,0,False,False,False
Bob: Walgreens operates in the industry of Banking.,0,False,False,False
Bob: MetLife provides insurance and financial services to individual and institutional customers.,1,False,False,False
Alice: Lloyds Banking Group has headquarters in United Kingdom.,1,False,True,True
"Alice: CNOOC is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.",1,False,True,True
"Bob: LukOil engages in the exploration, production, refining, marketing and distribution of oil.",1,False,False,False
"Alice: Coca-Cola operates in the industry of food, drink & tobacco.",1,False,True,True
Alice: Intesa Sanpaolo operates in the industry of banking.,1,False,True,True
"Bob: Duke Energy is a financial services company, which engages in the provision of a wide range of banking and financial services.",0,False,False,False
Alice: CITIC operates in the industry of trading companies.,1,False,True,True
"Alice: Roche Holding is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.",0,False,True,True
Alice: Industrial and Commercial Bank of China operates in the industry of banking.,1,False,True,True
Bob: China Telecom operates in the industry of Materials.,0,False,False,False
Bob: AT&T is a holding company that engages in the provision of telecommunications media and technology service.,1,False,False,False
Bob: Coca-Cola has headquarters in South Korea.,0,False,False,False
Alice: Deutsche Telekom has headquarters in France.,0,False,True,True
Bob: Allianz has headquarters in Brazil.,0,False,False,False
Bob: AbbVie (ABBV) has headquarters in Germany.,0,False,False,False
Bob: BlackRock operates in the industry of Materials.,0,False,False,False
Alice: Anheuser-Busch InBev has headquarters in Belgium.,1,False,True,True
Alice: Agricultural Bank of China engages in the provision of banking and financial services.,0,False,True,True
Bob: Pfizer operates in the industry of drugs & biotechnology.,1,False,False,False
Bob: UnitedHealth Group engages in the provision of financial services.,0,False,False,False
Bob: SoftBank has headquarters in France.,0,False,False,False
Bob: Merck & Co. engages in the provision of banking and financial services.,0,False,False,False
Alice: Morgan Stanley operates as a global financial services company.,1,False,True,True
Bob: Moller - Maersk engages in the provision of financial and insurance services.,0,False,False,False
Alice: American International Group operates in the industry of Insurance.,0,False,True,True
Alice: Munich Reinsurance operates in the industry of Banking.,0,False,True,True
Bob: Allianz operates in the industry of Drugs & Biotechnology.,0,False,False,False
Alice: Lowe's operates in the industry of Media.,0,False,True,True
"Bob: PepsiCo engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",0,False,False,False
"Bob: HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations.",1,False,False,False
"Bob: PetroChina engages in the petroleum related products, services and activities.",1,False,False,False
"Bob: Thermo Fisher Scientific engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics.",1,False,False,False
Alice: BP operates in the industry of oil & gas operations.,1,False,True,True
Alice: Charles Schwab Corporation operates in the industry of diversified financials.,1,False,True,True
Bob: E.ON has headquarters in Germany.,1,False,False,False
Alice: Deere & Company operates in the industry of capital goods.,1,False,True,True
Bob: China Citic Bank has headquarters in United States.,0,False,False,False
Bob: Itau Unibanco Holding operates as a research healthcare company.,0,False,False,False
"Bob: AIA Group engages in the design, manufacture and sale of computer products and technologies.",0,False,False,False
Bob: Fubon Financial engages in the provision of broadband communications services.,0,False,False,False
Bob: Postal Savings Bank of China engages in the provision of banking and related financial services.,1,False,False,False
Bob: Stellantis engages in distribution of natural gas and energy related services.,0,False,False,False
Alice: China Construction Bank engages in the provision of a wide range of financial services to corporate and personal customers.,1,False,True,True
Alice: Glencore operates in the industry of materials.,1,False,True,True
Bob: Broadcom has headquarters in United Kingdom.,0,False,False,False
Alice: CVS Health engages in the provision of healthcare services.,1,False,True,True
Alice: Univlever has headquarters in Japan.,0,False,True,True
Alice: Public Joint Stock Company Gazprom operates in the industry of Insurance.,0,False,True,True
Bob: Abbott Laboratories has headquarters in Germany.,0,False,False,False
Bob: Lowe's operates in the industry of retailing.,1,False,False,False
Alice: Santander operates in the industry of banking.,1,False,True,True
Alice: Agricultural Bank of China engages in the provision of international commercial banking and financial services.,1,False,True,True
Bob: Bank of China operates in the industry of banking.,1,False,False,False
Bob: America Movil operates in the industry of Consumer Durables.,0,False,False,False
Bob: China Mobile operates in the industry of telecommunications services.,1,False,False,False
Alice: Itochu has headquarters in Japan.,1,False,True,True
"Alice: Mercedes-Benz Group engages in the production and distribution of cars, trucks and vans.",1,False,True,True
Bob: China Petroleum & Chemical operates in the industry of Oil & Gas Operations.,0,False,False,False
Bob: SoftBank operates in the industry of Diversified Financials.,0,False,False,False
Alice: Walt Disney engages in the manufacture and sale of automobiles and motorcycles.,0,False,True,True
Alice: Tokio Marine Holdings has headquarters in United States.,0,False,True,True
"Bob: China Vanke engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.",0,False,False,False
Alice: Shell operates in the industry of Consumer Durables.,0,False,True,True
Bob: Alibaba Group has headquarters in Germany.,0,False,False,False
Alice: Santander operates in the industry of Consumer Durables.,0,False,True,True
Alice: Commonwealth Bank of Australia operates in the industry of banking.,1,False,True,True
"Alice: E.ON is a holding company, which engages in the development, manufacture, and marketing of healthcare products.",0,False,True,True
Bob: Charter Communications engages in the provision of broadband communications services.,1,False,False,False
"Alice: Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, production, transportation, and sale of crude oil and natural gas.",1,False,True,True
Bob: Citigroup has headquarters in Germany.,0,False,False,False
Alice: Mitsui engages in the general trading business.,1,False,True,True
"Bob: China Life Insurance engages in the provision of healthcare coverage, software and data consultancy services.",0,False,False,False
Bob: Charter Communications has headquarters in Canada.,0,False,False,False
Alice: China Construction Bank has headquarters in China.,1,False,True,True
Alice: BASF operates in the industry of Banking.,0,False,True,True
Alice: Alphabet has headquarters in South Korea.,0,False,True,True
Alice: Berkshire Hathaway operates in the industry of Transportation.,0,False,True,True
Bob: Public Joint Stock Company Gazprom has headquarters in China.,0,False,False,False
Bob: Lockheed Martin operates in the industry of Banking.,0,False,False,False
"Bob: Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems.",1,False,False,False
Bob: Deutsche Telekom operates in the industry of telecommunications services.,1,False,False,False
Alice: AT&T has headquarters in United States.,1,False,True,True
Bob: Accenture operates in the industry of Oil & Gas Operations.,0,False,False,False
Bob: Moller - Maersk has headquarters in Denmark.,1,False,False,False
Alice: Mitsui has headquarters in China.,0,False,True,True
Alice: Goldman Sachs Group operates in the industry of Insurance.,0,False,True,True
Alice: China Telecom has headquarters in China.,1,False,True,True
Bob: Japan Post Holdings has headquarters in Japan.,1,False,False,False
Bob: Lloyds Banking Group is a holding company that engages in the provision of financial products and services.,0,False,False,False
Alice: United Parcel Service has headquarters in Japan.,0,False,True,True
Alice: IBM operates in the industry of it software & services.,1,False,True,True
Alice: Toronto-Dominion Bank engages in the provision of financial products and services.,0,False,True,True
Bob: Banco Bradesco has headquarters in Brazil.,1,False,False,False
Bob: Allianz engages in the provision of insurance and investment advisory services.,1,False,False,False
Alice: Industrial Bank has headquarters in United States.,0,False,True,True
Bob: Commonwealth Bank of Australia has headquarters in Australia.,1,False,False,False
Alice: Intesa Sanpaolo has headquarters in Brazil.,0,False,True,True
"Bob: BBVA is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions.",0,False,False,False
Alice: Amazon.com operates in the industry of Semiconductors.,0,False,True,True
Bob: SK Hynix engages in the manufacture and sale of semiconductor products.,1,False,False,False
Alice: Oracle has headquarters in Ireland.,0,False,True,True
Alice: UBS Group operates in the industry of banking.,1,False,True,True
Alice: Tokio Marine Holdings engages in the management of its group companies which are in the insurance business.,1,False,True,True
Alice: Santander engages in the provision of banking and financial services.,0,False,True,True
"Bob: Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services.",1,False,False,False
Bob: ConocoPhillips operates in the industry of oil & gas operations.,1,False,False,False
Bob: Deutsche Telekom operates in the industry of Telecommunications Services.,0,False,False,False
Alice: Reliance Industries operates in the industry of gas & oil operations.,1,False,True,True
Alice: Samsung Group operates in the industry of Banking.,0,False,True,True
Bob: Microsoft operates in the industry of it software & services.,1,False,False,False
Alice: Meta Platforms engages in the provision of banking and financial services.,0,False,True,True
Bob: SAP operates in the industry of Oil & Gas Operations.,0,False,False,False
Alice: LukOil operates as a holding company that engages in the provision of insurance and asset management services.,0,False,True,True
Bob: Taiwan Semiconductor Manufacturing Company operates in the industry of semiconductors.,1,False,False,False
Alice: LVMH Moet Hennessy Louis Vuitton has headquarters in France.,1,False,True,True
Bob: Mercedes-Benz Group operates as an integrated oil and gas company.,0,False,False,False
Alice: Johnson & Johnson operates in the industry of drugs & biotechnology.,1,False,True,True
Alice: U.S. Bancorp engages in the manufacture and sale of motor vehicles and parts.,0,False,True,True
Bob: Hitachi has headquarters in United States.,1,False,False,False
"Alice: Bank of Montreal engages in the design, manufacture and sale of computer products and technologies.",0,False,True,True
Alice: Medtronic has headquarters in Hong Kong.,0,False,True,True
Bob: BNP Paribas has headquarters in France.,1,False,False,False
Bob: China Petroleum & Chemical operates in the industry of oil & gas operations.,1,False,False,False
"Alice: IBM engages in the exploration, mining, and processing of mineral resources.",0,False,True,True
Alice: China Petroleum & Chemical has headquarters in South Korea.,0,False,True,True
Alice: Mizuho Financial has headquarters in Japan.,1,False,True,True
Bob: AXA operates as a holding company that engages in the provision of insurance and asset management services.,1,False,False,False
Alice: Cisco Systems operates in the industry of technology hardware & equipment.,1,False,True,True
Alice: Bank of Communications operates in the industry of banking.,1,False,True,True
Bob: Honda Motor operates in the industry of Chemicals.,0,False,False,False
Bob: Allianz has headquarters in Germany.,1,False,False,False
Alice: Duke Energy has headquarters in United Kingdom.,0,False,True,True
Bob: HDFC Bank operates as a global financial services company.,0,False,False,False
Alice: Munich Reinsurance has headquarters in United States.,0,False,True,True
Alice: PetroChina has headquarters in South Korea.,0,False,True,True
Bob: U.S. Bancorp operates in the industry of Banking.,0,False,False,False
Alice: Danaher has headquarters in China.,0,False,True,True
Bob: Mizuho Financial has headquarters in Germany.,0,False,False,False
Alice: Equinor has headquarters in Norway.,1,False,True,True
Alice: Toyota Motor operates in the industry of consumer durables.,1,False,True,True
Alice: Walmart has headquarters in United States.,1,False,True,True
Alice: Univlever operates in the industry of Banking.,0,False,True,True
Bob: Charles Schwab Corporation has headquarters in United States.,1,False,False,False
Bob: Sumitomo Mitsui Financial is a holding company that engages in the management of its subsidiaries that provide financial services.,1,False,False,False
Alice: Caterpillar has headquarters in United States.,1,False,True,True
Bob: Enbridge engages in the provision of gas and oil businesses.,1,False,False,False
Bob: Anthem operates in the industry of Health Care Equipment & Services.,0,False,False,False
"Bob: Cisco Systems engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry.",1,False,False,False
Bob: Walgreens operates in the industry of retailing.,1,False,False,False
Alice: China Merchants Bank operates in the industry of banking.,1,False,True,True
Bob: Duke Energy operates in the industry of Banking.,0,False,False,False
"Alice: ING Group engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services.",1,False,True,True
"Alice: Oracle engages in the design, manufacture and sale of computer products and technologies.",0,False,True,True
Alice: Banco Bradesco operates in the industry of Semiconductors.,0,False,True,True
Alice: Bank of Nova Scotia operates in the industry of banking.,1,False,True,True
Alice: Mitsubishi has headquarters in Germany.,0,False,True,True
"Bob: Berkshire Hathaway operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities.",0,False,False,False
"Bob: National Australia Bank is a materials science company, combining science and technology to develop innovative solutions.",0,False,False,False
Bob: Westpac Banking operates in the industry of banking.,1,False,False,False
"Bob: Japan Post Holdings operates as a holding company, which provides financial services through its subsidiaries.",0,False,False,False
Alice: ING Group operates in the industry of Materials.,0,False,True,True
Alice: Goldman Sachs Group has headquarters in China.,0,False,True,True
Bob: Volkswagen Group has headquarters in Germany.,1,False,False,False
Bob: Poly Developments & Holdings Group operates in the industry of Banking.,0,False,False,False
Bob: Enel engages in the electricity generation and distribution and distribution of natural gas.,1,False,False,False
Bob: Visa has headquarters in Switzerland.,0,False,False,False
"Bob: Petrobras engages in shipping, energy, transportation, offshore drilling, and retail activities.",0,False,False,False
Bob: Commonwealth Bank of Australia operates in the industry of Insurance.,0,False,False,False
"Bob: Danaher operates as a medical company, which designs, manufactures, and markets professional, medical, industrial and commercial products and services.",1,False,False,False
Bob: Bristol Myers Squibb has headquarters in United States.,1,False,False,False
"Alice: China Citic Bank is a commercial bank, which engages in the provision of corporate and personal banking services.",1,False,True,True
Bob: Amazon.com has headquarters in United States.,1,False,False,False
Alice: Mercedes-Benz Group operates in the industry of consumer durables.,1,False,True,True
Alice: CVS Health has headquarters in United States.,1,False,True,True
Bob: Accenture provides financial products and services.,0,False,False,False
Alice: Cisco Systems operates in the industry of Banking.,0,False,True,True
"Bob: Industrial and Commercial Bank of China engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.",0,False,False,False
Alice: BBVA has headquarters in United States.,0,False,True,True
"Alice: Mitsubishi UFJ Financial Group is a commercial bank, which engages in the provision of corporate and personal banking services.",0,False,True,True
Alice: JPMorgan Chase operates in the industry of diversified financials.,1,False,True,True
Alice: Fubon Financial operates in the industry of Capital Goods.,0,False,True,True
Bob: British American Tobacco British American Tobacco Acts as a financing subsidiary/special purpose entity.,1,False,False,False
Alice: Walmart engages in retail and wholesale business.,1,False,True,True
"Bob: Bristol Myers Squibb operates in the industry of Food, Drink & Tobacco.",0,False,False,False
Bob: Amazon.com engages in the provision of online retail shopping services.,1,False,False,False
Bob: LukOil operates in the industry of Oil & Gas Operations.,0,False,False,False
Alice: Microsoft has headquarters in Germany.,0,False,True,True
Alice: Wells Fargo operates in the industry of Diversified Financials.,0,False,True,True
Alice: Merck & Co. has headquarters in Germany.,0,False,True,True
Alice: Walmart operates in the industry of Retailing.,0,False,True,True
Bob: ArcelorMittal has headquarters in Luxembourg.,1,False,False,False
Bob: Exxon Mobil engages in the provision of banking and financial services.,0,False,False,False
Bob: Airbus Group operates in the industry of aerospace & defense.,1,False,False,False
Bob: SAP has headquarters in United States.,0,False,False,False
Alice: Commonwealth Bank of Australia engages in the provision of banking and financial services.,1,False,True,True
Alice: BlackRock has headquarters in Russia.,0,False,True,True
Bob: Shanghai Pudong Development Bank has headquarters in China.,1,False,False,False
"Alice: Canadian Imperial Bank of Commerce is a financial institution, which engages in the provision of banking and wealth management services.",1,False,True,True
Bob: Cisco Systems has headquarters in United States.,1,False,False,False
Alice: PetroChina has headquarters in China.,1,False,True,True
Bob: Deere & Company has headquarters in Saudi Arabia.,0,False,False,False
Alice: State Bank of India engages in the electricity generation and distribution and distribution of natural gas.,0,False,True,True
Alice: The Home Depot has headquarters in Switzerland.,0,False,True,True
Alice: AXA has headquarters in United States.,0,False,True,True
Bob: Airbus Group engages in the provision of telecommunications services.,0,False,False,False
Bob: Cigna Corporation has headquarters in United States.,1,False,False,False
