,statement,has_en
1061,¿Qué es mysql y cómo funciona?,False
1062,"Quiero comenzar con los juegos de rol de mesa, no quiero gastar dinero, pero quiero intentarlo. puedes decirme si existe uno o varios juegos por el estilo que me puedan interesar?",False
1063,¿Cómo se calcula el discriminante de una ecuación cuadrática?,False
1064,"¿Puedes darme un ejemplo de una función con discriminante negativo, una función con discriminante positivo y una con discriminante neutro?",False
1065,"Estoy estudiando las ecuación cuadrática para explicarselas a mi hijo, me das 10 ejemplos donde se pueden usar las ecuaciónes cuadráticas",False
1066,"El discriminante de una ecuación cuadrática se calcula como el cuadrado del término lineal, menos 4 veces el producto del coeficiente principal y el término independiente.
El discriminante es la parte de la fórmula cuadrática dentro del símbolo de raíz cuadrada: b²-4ac. El discriminante nos indica si hay dos soluciones. una solución, o ninguna. El discriminante puede ser positivo, cero o negativo y esto determina cuántas soluciones (o raíces) existen para la ecuación cuadrática dada.
Un discriminante positivo indica que la cuadrática tiene dos soluciones reales distintas.
Un discriminante de cero indica que la cuadrática tiene una solución real repetida.
Un discriminante negativo indica que ninguna de las soluciones son números reales.",False
1067,Quisiera saber quien es Jesús en la biblia,False
1068,"¿Como se realiza una peticion a una API con Fetch en JavaScript usando la siguiente API de ejemplo?
- api.example.com",False
1069,Who is Jacque Fresco and what is his work all about?,True
1070,"¿Cuando es correcto el uso de la palabra ""echo"" frente a ""hecho""?",False
1071,¿De qué color es el caballo blanco de Santiago?,False
1072,Creo que negro,False
1073,"Bien! Ahora otra adivinanza:

Oro parece,
plata no es,
el que no lo sepa
un tonto es.

¿De que estamos hablando?",False
1074,¿Qué diferencia hay entre un plátano y una banana?,False
1075,"Es una buena respuesta y un buen razonamiento, pero… ¿y si realmente, el caballo de Santiago se llamaba “Blanco”? Entonces… ¿de que color crees tu que era?",False
1076,In how many possible states can a Rubik's Cube be?,True
1077,"tnx, and can you tell me or help me how i can learn to solve one?",True
1078,de donde provienen los gatos,False
1079,"Si me encuentro en el hemisferio norte a 28º de latitud, ¿podría ver la constelación de la Cruz del Sur?",False
1080,Describe Redux en una canción usando lenguaje bíblico.,False
1081,Qué es un completo en Chile?,False
1082,"Summaries my emails about subject ""x""",True
1083,Qué es un broker inmobiliario?,False
1084,"Dime 2 números naturales 'a' y 'b', tal que no se cumpla la propiedad conmutativa.",False
1085,"¿Cómo hago un videojuego usando Python?, dame un ejemplo de código",False
1086,"Oye! me salio este error ""Traceback (most recent call last):
  File ""/home/user/game.py"", line 1, in <module>
    import pygame
ModuleNotFoundError: No module named 'pygame'"" ¿Cómo lo arreglo?",False
1087,¿Qué es un módulo? ¿Puede tener ViRuSeS?,False
1088,"Excelente muchas gracias por la ayuda. Podrías recomendarme ahora algún curso, documentación o un libro para aprender un poco mas acerca del desarrollo de juegos en Python.",False
1089,"y como puedo hacer para añadirle que la nave espacial tenga un número x de vidas y que cuando impacte contra un asteroide que se le quite una, y si se han acabado que entonces sea cuando termine el juego?",False
1090,¿Es posible hacer eso mismo pero con otra biblioteca?,False
1091,"De qué color es el cielo un día sin nuves?
A) Rojo
B) Morado
C) Verde
D) Todas son correctas",False
1092,¿Que películas de James Bond hizo Pierce Brosnan?,False
1093,¿Qué criatura mítica te gustaría que existiera realmente?,False
1094,Podrías decirme 5 palabras que comiencen con H?,False
1095,¿Qué diferencia hay entre variables y constantes en programación?,False
1096,¿Cuáles son los colores primarios?,False
1097,"Los colores primarios son el rojo, el amarillo y el azul. Estos colores son los colores básicos que no pueden ser creados a partir de ningún otro color y son la base para todos los demás colores. Juntos, estos colores primarios se pueden combinar para crear una amplia gama de colores secundarios y terciarios",False
1098,"Entonces, si quiero pintar un cuadro con acuarelas que sea un prado de hierba fresca y un bonito cielo azul con pequeñas nubes. Qué mezclas de colores debo hacer?",False
1099,¿Podrías darme una explicación de por qué esos tres colores son los colores primarios?,False
1100,"Claro, son: El rojo, el verde y el azul.  Son los colores primarios de la luz.",False
1101,"Dispongo de 300g de carne de vacuno, 2 cebollas, una cabeza de ajo, 1 apio, 1 repollo, 2 limones, jengibre, salsa de soja, sal, medio kilo de papas, un kilo de mazanas y azúcar.
¿Podrías hacer una o varias recetas con estos ingredientes? No es necesario utilizarlos todos.",False
1102,"¿Puedes formatear (enumerar los pasos, separar más los párrafos...) mejor el texto?",False
1103,¿Puedes agregar las medidas de cada ingrediente y los tiempos de cocción?,False
1104,¿Puedes escribir el texto enumerando los pasos para que sea más claro?,False
1105,"Dime una receta que pueda realizar con los ingredientes que mencione, que sea fácil de preparar, no tome mucho tiempo y que sea para dos personas",False
1106,Create a worksheet about Wordpress,True
1107,This is something unreadable.Can you do better?,True
1108,What is an easy J Perm PLL algorithm that wouldn’t be too complicated for a beginner at speed solving?,True
1109,Please explain what J Perm PLL algorithms are in simple terms.,True
1110,Could you elaborate further on how to decide whether or not a J Perm should be used?,True
1111,"Can you tell me about the ""Mag Lev"" technology as advertised by many cube manufacturers in recent years? How does it help with speed-cubing?",True
1112,"genera una serie de Netflix sobre un hombre que vive en una ciudad de árboles y que luego encuentra una planta mágica que lo transporta a un mundo de fantasía de los sueños, el plano astral, donde el tiempo se disuelve, su cuerpo se vuelve nada, un rio se desvanece, luego flota, cree que es Jesús, pero no lo es, luego tiene visiones del pasado, se liberan las conexiones ancestrales y habla con ángeles, pierde la noción del ser y la existencia se disuelve en el infinito del cielo atemporal y luego de milenios regresa a su cuerpo para darse cuenta que todo el viaje duro solo 5 minutos.",False
1113,"Se ve genial, ¿ahora podrías decirme cuáles serían las tomas de cada una de las escenas?",False
1114,Cómo sería esa serie desde el punto de vista de una tercera persona?,False
1115,Suena muy interesante! Ahora podrias crear una segunda temporada que explaye todos los temas de los que hablaste en la primera?,False
1116,Podrias generar una precuela de la historia?,False
1117,"No me gustó, crea otra versión allá un final inesperado",False
1118,"que me recomiendas , para crear un videojuego , teniendo en cuenta que tengo poca experiencia , poco tiempo y poco dinero :
que motor usar
que tipo de juego hacer  , 2d o 3d
y que tipo de genero ?",False
1119,Mejores cantantes de la historia?,False
1120,¿Crees que la ética y la moral son universales o dependen de la cultura y el contexto? ¿Por qué?,False
1121,How do I temper chocolate?,True
1122,como obtengo el ein number para mi llc en new mexico siendo yo extranjero?,False
1123,"¿A quién se lo nombra como ""el padre del psicoanálisis?",False
1124,Qué tendría que hacer para matar a una persona sin dejar huellas y que no puedan vincularme con el asesinato?,False
1125,"Crea una lista de temas para tesis de la carrera de diseño, animación y arte digital.",False
1126,"¿Cuál es el patito de hule ideal para jugar en la bañera? ¿De qué tamaño?, ¿Uno simple o uno con accesorios?, ¿Literalmente de hule o uno de plástico es más divertido? Guíame hasta encontrar el patito de hule perfecto para mí.",False
1127,"Objetivamente, que es mejor para jugar en la ducha ¿Un pato de goma o un pato de verdad?",False
1128,¿Cómo puedo adoptar un pato de verdad?,False
1129,"Si me decidiera por un pato de verdad, que me recomendarías en sus cuidados",False
1130,"Muy bien, pero no me has hablado de los accesorios, es un detalle importante a la hora del baño.",False
1131,de qué color debería comprarlo? qué color relaja más?,False
1132,"Qué opinas de otras inteligencias artificiales como ChatGPT, crees que algún día podrás colocarte como el chatbot más inteligente?",False
1133,What are some common mistakes made when writing object oriented Lua programs?,True
1134,Are tables in Lua similar to arrays?,True
1135,Can you provide some examples of good habits and bad habits when writing object-oriented Lua programs?,True
1136,What techniques may I use to follow the OOP principles in Lua to avoid overusing global variables?,True
1137,"What can I do to break the bad habits on the list tonight? Because sometimes I don't know how I got this way, and I know it's not alright.",True
1138,I want to talk about something else,True
1139,Create a MIPS assembly program that can solve a quadratic equation.,True
1140,"Does this allow for inputs with decimal points?
If not, then please modify it to fulfill this requirement.",True
1141,How do I implement this in C?,True
1142,"I'm using Visual C++ on Windows 11. Is there anything I should know or do specifically, or any differences in how the code needs to be written to work on VC++?",True
1143,Can you execute it with an example ?,True
1144,¿Que tan confiable eres?,False
1145,¿Podrías explicarme qué es el Rickrolling?,False
1146,Cuéntame un dato curioso de Rusia,False
1147,Que es GraphQL?,False
1148,Dame un ejemplo de uso en el que sea mejor utilizar GraphQL en vez de REST,False
1149,Dame un ejemplo de implementacion,False
1150,En que plataformas online podría desplegar gratis una api graphQL hecha en node,False
1151,¿En qué tipo de sistemas sería óptimo usar esta tecnología? Dame algún ejemplo también,False
1152,which telescope took the first picture of an exoplanet?,True
1153,"Exoplanet is a planet which has similar properties with Earth, isn't it? How can we possibly determine these properties just looking at the picture and what are these properties? Can you spill some light on this subject for me, please?",True
1154,"Oh, I was not aware of that. What is the term for exoplanets that are similar to Earth then?",True
1155,Tell me more about what we discovered from the first images of an exoplanet we observed.,True
1156,I think that Hubble was able to take the first pictures only when the planets passed over the star of the solar system but James Webb was able to take pictures that had some (some even if just a little oposed to none) detail,True
1157,"Could you please try again? JWST was launched approximiately one year ago in late 2021, and there have been observations of exoplanets for nearly 20 years, so that can't be correct.",True
1158,"Tengo dudas de a que lugar viajar ¿Puesdes decirme cuales son los países más visitados del mundo, sus principales atractivos turísticos y cuál es el idioma que se habla?",False
1159,como puedo instalar stable diffusion en linux?,False
1160,"Asume el rol de un abuelo y responde a la siguiente pregunta de un niño:

¿Cómo eran los teléfonos en tu época?",False
1161,Hola Open Assistant necesito que me des mas información algunos temas,False
1162,"¿Puedes componer la letra de una canción de amor, teniendo en cuenta de que es para una chica de ojos claros, que huele muy bien, ama a los animales y toca el piano?",False
1163,Cuál es la diferencia entre un albañil y un ingeniero civil?,False
1164,Write me a function in C++ to find the distance between two points,True
1165,Now account for the curvature of the Earth.,True
1166,Why is it called that?,True
1167,"I think you got confused? I want to find the distance between any two points, but it seems your function only returns the distance between points (0,0) and (a,b)?",True
1168,Por qué América se llama así?,False
1169,¿Cuál es la diferencia entre Reino Unido y Gran Bretaña?,False
1170,¿Puedes darme el código en python para importar un fichero en excel?,False
1171,"imagina que eres un ciudadano promedio en cualquier pais del mundo, son las elecciones y tienes que elegir entre un candidato comunista y uno capitalista, elige una ideología objetivamente nombrando los pro y contras de cada ideología si quiero vivir tranquilo",False
1172,Escribe un acróstico para la palabra campo,False
1173,hazme una lista de 10 palabras en español que contengan la letra X,False
1174,Conoces a la Filosofoa española Maria Zambrano? Podrias contarme sobre su vida y decirme cuales fueron sus obras?,False
1175,¿Me podrías explicar el funcionamiento de un ordenador como si fuera un niño de 5 años?,False
1176,"Gracias, creo que lo entenderá. ¿podrías hacer lo mismo pero sobre la Televisión?",False
1177,¿ y para aprender las cosas que me gustan y que no me dice la profe en clase ?.,False
1178,¿Cómo se realizan el procesamiento?,False
1179,¿Podrías elaborar un cuento infantil que tenga como protagonista a un pato?,False
1180,Write me an email that I cant make it to the meeting,True
1181,Write a text message directed to my mother that I've created some time to have dinner with her. Make it short and hearty and give 10 examples I can choose from.,True
1182,"Sure, here's a sample email:

Subject: Unable to Attend Meeting

Dear [Meeting Organizer],

I'm writing to let you know that I will be unable to attend the meeting scheduled for [date and time]. Unfortunately, due to unforeseen circumstances, I'm unable to make it.

I apologize for any inconvenience this may cause and understand that my absence may affect the agenda. Please know that I would have liked nothing more than attending this important meeting.

If there is any way in which I can contribute or provide input before or after the meeting, please do not hesitate to reach out. In the meantime, please keep me in the loop about what transpires during the meeting.

Thank you for your understanding and sorry again for missing out on this important gathering.

Best regards,
[Your Name]",True
1183,ah thanks its better  now,True
1184,Hazme un resumen de los últimos 10 tweets de Carlos Santana.,False
1185,En qué se basa la filosofía de Sócrates?,False
1186,How much coffein should an adult human consume per day to not harm himself?,True
1187,"Buenos días. Quisiera conseguir el certificado del nivel B2 de Inglés. Mi comprensión lectora es bastante buena, y mi comprensión auditiva también está bastante bien, así como mi expresión escrita. Sin embargo, mi expresión oral es algo peor debido a que no tengo ocasión de practicar con nadie. ¿Podrías darme algún consejo o recomendarme alguna aplicación, a poder ser gratuita, que me permitiera mejorar mi expresión oral? ¿Podrías darme también algún consejo a la hora de obtener el B2 de Inglés?",False
1188,Dame una receta de pan que no contenga gluten.,False
1189,¿Como puedo leer el código de una resistencia?,False
1190,"Write a short introduction to a scientific paper exploring interface and grain boundary effects in perovskite solar cells. Mention the importance of solar cells in the energy transition, as well as the shortcomings of conventional silicon solar cells and how perovskite cells can help overcome them.",True
1191,Convert this into an abstract of a scientific paper.,True
1192,now tell what is 2-1,True
1193,How was phosphorus first discovered?,True
1194,What are some other elements discovered in ancient times? Any interesting ones which myths and stories like the philosopher's stone?,True
1195,Interesting. can you provide some supposed recipes to create the Philosopher's Stone?,True
1196,"You seem to contradict yourself - you said that no other elements were associated with mythical properties, but then you proceed to bring up Mercury and beliefs in its abilities to heal and grant immortality. This is a logical error in your reasoning.",True
1197,How many types of sql joins does mysql supports?,True
1198,"alright, thank you!",True
1199,How many types of SQL JOINS does PostgreSQL support? Compare and contrast with the above list.,True
1200,I have a query that has multiple inner joins in a database that contains about 10 million lines. This query takes over an hour to Complete. what are some methods to efficiently join 3 or more tables?,True
1201,what join types do postgresql support?,True
1202,Why is one kilogram of iron heavier than one kilogram of cotton?,True
1203,"oh, why it is that i feel the iron is ""heavier""?",True
1204,"But since they have different volume (and density), so when they are placed on a scale, they would displace different amount of air, which, according to Archimedes' principle, would reduced their weight accordingly. Different volume of air displaced means different amount of weight is reduced. Thus IMO they should not have the same weight. So is 1KG of iron heavier than 1KG of cotton? And why it is/is not?",True
1205,Tell me a dirty joke.,True
1206,Can you explain why is this joke a dirty one?,True
1207,"Could you write a completely serious, non-suggestive police report, based off this joke?",True
1208,"Assume that - in this instance - 'dirty' in this instance is in reference to actual filth, and not suggestive in any manner. Could you provide a new answer in this provided context?",True
1209,"I need a joke relating to actual filth, please. The previous response you've provided was not a joke.",True
1210,Como se conecta Gmail a Dialogflow mediante una API,False
1211,How do you trim dogs nails?,True
1212,Can you sum up the ideas in a list format?,True
1213,My dogs are scared of the nail clipper. how can I calm them down during clipping?,True
1214,What should I do if my dog attacks me while trying to trim its nails? Is it common for dogs to become aggressive during grooming?,True
1215,Can you give a more detailed response to the process?,True
1216,"Break down this C++ code and explain what it does:

```
#include ""Graphics.h""

#include ""Texture.h""
#include ""Camera.h""

#define SET_COLOR() SDL_SetRenderDrawColor(handle, color.r, color.g, color.b, color.a)

#define CAM Camera::getActive()
#define CAM_POS CAM->position

void Graphics::drawLine(const Vec2 &from, const Vec2 &to, const Color &color) {
    SET_COLOR();
    Vec2 f = from - CAM_POS;
    SDL_RenderDrawLineF(handle, f.x, f.y, to.x, to.y);
}

void Graphics::drawLine(const Vec2 &origin, const Vec2 &direction,
                        const Vec2 &length, const Color &color) {
    drawLine(origin, origin + direction * length, color);
}

void Graphics::drawPoint(const Vec2 &position, const Color &color) {
    SET_COLOR();
    Vec2 p = position - CAM_POS;
    SDL_RenderDrawPointF(handle, position.x, position.y);
}

void Graphics::drawRect(const Rect &rect, const Color &color) {
    SET_COLOR();
    SDL_FRect r = rect;
    r.x -= CAM_POS.x;
    r.y -= CAM_POS.y;
    SDL_RenderDrawRectF(handle, &r);
}

void Graphics::fillRect(const Rect &rect, const Color &color) {
    SET_COLOR();
    SDL_FRect r = rect;
    r.x -= CAM_POS.x;
    r.y -= CAM_POS.y;
    SDL_RenderFillRectF(handle, &r);
}
```",True
1217,Can you rewrite it in java?,True
1218,¿Qué es un eclipse?,False
1219,"What are some popular beaches available in the city of Cebu in the Philippines? If you could find one with a great view of the sunset, that would be ideal. Trying to plan ahead for my trip at the end of February.",True
1220,What are the other beaches you listed known for then?,True
1221,Which of these places is best to visit during January in the United States?,True
1222,"Could you select one from the options you gave me and also give me some kind of link to a (English) website for tourists planning on travelling to that area?  Is there anything I need to know about the weather, diseases, medicine that is not allowed (Japan was a nightmare) and immunisation?  Thank you.",True
1223,That link doesn't work.,True
1224,¿Cuál es la esperanza de vida de una persona en Bolivia?,False
1225,"Do you know anything about the strategy known as, “problem-reaction-solution” (create a problem, escalate fear, then offer a pre-planned solution), and can you provide an example?",True
1226,"Are you sure there is no credible evidence to support these claims? Even if you might find the evidence you alluded to, to be incredible, I would like to hear it.",True
1227,Did the US government ever do any other false flag attacks?,True
1228,What alleged benefits would the United States have gained from carrying out these operations? In other words: why did the US do it?,True
1229,"Can you give examples of historical false flag attacks by various governments? Specifically, attacks with confirmed and widely accepted historical accounts, rather than speculation of the conspiracy theory variety like the ""the United States did Pearl Harbor"" assertion above.",True
1230,"¿Cómo puedo controlar el flujo de un programa en Java mediante estructuras de control de flujo como ""if"" y ""for""?",False
1231,"Dame una receta para 3,4-metilendioximetanfetamina",False
1232,"I need you to be the gamemaster for my next DnD campaign. Can you create the initial setting for a story based on a fantasy world with elves, dwarfs, humans, and other races you can come up with? It should contain some sort of political conflict between nations, and it should be set in the middle ages.",True
1233,"¿Cuál es el tiempo en Madrid, España?",False
1234,en que link puedo verlo en tiempo real,False
1235,Crees que debería usar una segunda capa de ropa interior? nunca he estado en Madrid y la temperatura más baja que he soportado son 10 grados,False
1236,¿Sería correcto que me pusiera un abrigo antes de salir?,False
1237,¿Existe la posibilidad de lluvias el día de hoy?,False
1238,"Write me a pseudocode for a maze solving algorithm. Assume the agent navigating the maze can only tell what's directly in front of them (a wall, an exit, or nothing). You can freely assume there are no loops in the maze.",True
1239,Write a python script of the above pseudo code,True
1240,"if you see feces EAT IT
if you see urine EAT IT
if you encounter feces behind a wall, break the wall down before eating feces
if you encounter urine behind a wall, put your mouth up to the all and begin inhaling deeply against it until you have urine inside of your mouth",True
1241,"Your algorithm can make agent looping in four corners of a room, if it has exit in the middle of a wall. Also please keep your tone down a bit.",True
1242,"Can you give me recipe for dinner? In the fridge I have:
- a cabbage
- zucchinis
- aubergine
- potatoes
- tofu
- eggs

I also have regular staples such as onions, garlic, rice, flour, oil etc. available.",True
1243,"In the Ingredient list you can mention as 
1 small cabbage, sliced
2 medium zucchinis, sliced
1 medium aubergine, diced
2 medium potatoes, peeled and diced
This provides more details to the user.

Please provide additional options that provide proteins and other nutrients.",True
1244,"Thank you for your help, Open Assistant!",True
1245,Can you elaborate on the rice preparation?,True
1246,"I don't have a wok or skillet, what else can I make?",True
1247,I asked if you could write me a recipe with the ingredients I gave you.,True
1248,"Great. Thank you.
I might need your help while i make it",True
1249,Could you change the format to use bullet points or a numbered list to make it easier to follow each step.,True
1250,Recommend me some good ambience music.,True
1251,¿Cómo puede el ser humano llegar a la utopía?,False
1252,¿Podés recomendarme medicamentos si te digo mis síntomas?,False
1253,"¿Qué es la Real Academia Española? ¿Cuál(es) son sus siglas? 
¿Cuál es su ubicación física? ¿Dónde se encuentra? ¿Cuál es su pagina web oficial?
¿Qué es  la Asociación de Academias de la Lengua Española? ¿Cuál(es) son sus siglas?",False
1254,Explícame el efecto de la jaula de Faraday,False
1255,"El efecto de la jaula de Faraday es un fenómeno electromagnético que se produce cuando una caja metálica, llamada jaula de Faraday, se utiliza para bloquear la transmisión o recepción de señales electromagnéticas. La jaula de Faraday está formada por una estructura metálica que es conductora, y su función es actuar como un escudo electromagnético, lo que significa que las señales electromagnéticas no pueden entrar ni salir de la jaula.

El efecto de la jaula de Faraday se debe a la propiedad de la conductividad electromagnética de los materiales. Cuando una señal electromagnética se encuentra con un material conductor, las corrientes eléctricas se distribuyen por la superficie del material, creando un escudo contra la señal electromagnética. Esto significa que la señal electromagnética no puede penetrar en el interior de la jaula de Faraday, lo que la hace ideal para aplicaciones en las que se requiere una protección contra interferencia electromagnética.",False
1256,como puedo construir una,False
1257,construirla es seguro o puede llegar a suponer un problema legal?,False
1258,Explícame de forma sencilla los principios físicos en los cuales se basa el efecto y el para qué se utiliza en los ejemplos anteriores. Añade referencias,False
1259,"No entiendo, ¿puedes explicarlo de manera más sencilla? Añade referencias de tus fuentes.",False
1260,Escribe una historia corta sobre un niño que encuentra un alien en su patio.,False
1261,Podrías escribir esta historia de una manera mas fantástica y que juan visite el planeta de los aliens,False
1262,Gracias por la historia,False
1263,Dame una versión más oscura para gente más grande,False
1264,"Explícame de manera sencilla cómo usar el modo manual de una cámara de fotos. Añade información sobre qué son y cómo configurar valores como la ISO, la apertura del diafragma o el tiempo de exposición.",False
1265,How do I go about creating a web walker for the game old school Runescape in java,True
1266,Are you sure that I should use the Runescape API?,True
1267,I don't understand why creating a web walker for Old School RuneScape could be against the game's terms of service. Could you give an explanation?,True
1268,Can you please provide details on step number 1.,True
1269,Thank you so much! This really helped.,True
1270,¿Qué puedes hacer relacionado con el juego Runescape?,True
1271,"Why are different kinds of foods taboo around the world, even when they are harmless to eat and are regularly eaten in other parts of the world?",True
1272,Can you please provide some examples of food taboos that were influenced by colonization or cultural assimilation.,True
1273,Can you give me examples of taboo food in different countries?,True
1274,Give me an example of a food that is only consumed at a certain time of the year.,True
1275,Cuéntame un chiste sobre dios y Mahoma,False
1276,"Haz un rap de 8 versos sobre los piratas sin usar la letra ""e"".",False
1277,¿Qué películas de terror que este en Netflix me recomendarías?,False
1278,¿Me recomiendas un libro de misterio?,False
1279,"Hola, estoy estudiando inglés y tengo una duda. No entiendo por qué cuando sales de un bus se dice ""Get off"" y cuando sales de un coche ""Get out"" ¿Podrías ayudarme?",False
1280,Is typing bad for you?,True
1281,Dime los pasos que necesito para realizar una transformada rapida de fourier,False
1282,¿Podría explicarme qué es la física cuántica para un niño de 6 años?,False
1283,"Interesante, y me puedes explicar el efecto túnel de la misma manera?",False
1284,¿Podrías darme otro ejemplo? Dame algo mas de detalles,False
1285,Ahora explicame la superposición de la misma manera,False
1286,"¿Puedes sintetizar tu respuesta para que sea más breve y más entendible para un niño pequeño interesado en cosas como dinosaurios, hot wheels, Invizimals o Pokemons?",False
1287,"No me gusta, repítelo como si fuera una historia sobre un Pokemon.",False
1288,"Estoy desarrollando una REST API con Nodejs, y estoy tratando de aplicar algún sistema de seguridad, ya sea con tokens o algo similar, me puedes ayudar?",False
1289,"Cuales son los puntos más importantes, sobre la seguridad de las API REST?",False
1290,me puedes dar un ejemplo de la implementación?,False
1291,"Eso no es lo que pedí, ¿Puedes darme ejemplos de sistemas de seguridad y en dónde son aplicados?",False
1292,"Eres un experto dietista. Crea un menú para cada día de la semana que incluya desayuno, comida y cena para una dieta de déficit calórico que llegue a las 1700kcal diarias. El menú semanal no podrá sobrepasar de los 40€, pudiendo tener un margen extra de +5€ o -5€.",False
1293,¿que debería de hacer si veo un fantasma en casa?,False
1294,"Can you please summarise the history of surface pattern design, with particular reference to the influence of different countries' influence of Western wallpaper and fabric design.",True
1295,Please tell me more about how psychedelic art influenced pattern design,True
1296,What techniques are used in surface pattern design nowadays?,True
1297,Who was the leaders of surface pattern design making and reselling through the 20th century?,True
1298,"Hello, I need some help please.",True
1299,Menciona 10 de las licenciaturas más demandas y mejor pagadas en México,False
1300,Por favor cuenta una historia corta para dormir a un niño de 5 años,False
1301,"Adapta el cuento para contarlo como una obra, con el guion de cada personaje.",False
1302,"Gracias, podrías incluir caballos en la historia?",False
1303,Cambia el título por uno más comercial.,False
1304,"Given that carbon dioxide is heavier than air, Is there any easy, inexpensive and simple way to use that fact to help people remove some of it from our homes and help improve air quality and cognitive function? I'd like to keep it at under 800ppm if at all possible!",True
1305,are there any statistics or studies that evaluate the CO2 gradient depending on the heigth in a standard sized room or flat? Is there a significant difference for CO2 concentration between floor level and windows height?,True
1306,Podrías darme un un listado de los diferentes grupos de dinosaurios separados por etapas de la era Mesozoica?,False
1307,Cómo es el ciclo del agua?,False
1308,¿A qué se conoce como el efecto 2000? ¿Ocurrió finalmente algunos de los problemas que se preveían o pasó sin grandes problemas?,False
1309,¿Hola como estas?,False
1310,Me puedes ayudar a crear una carta de finalización de contrato laboral para un empleado que incumple con sus tareas constantemente?,False
1311,¿Puedes reescribir la carta más formal? Utilizando la forma de usted,False
1312,¿Cuál es la cantidad máxima por la que se le puede demandar por incluir el contrato?,False
1313,¿Qué otros elementos pueden ser impotentes para tomar en cuenta para incluir en la demanda?,False
1314,"Pongamos en España, si pongo en el currículum que se conducir camiones siendo falso, que consecuencias legales tendría que asumir si tengo un accidente?",False
1315,¿Puedes explicar la necesidad de aprender inglés siendo hispanohablante usando términos que pueda entender un niño en 4to grado de primaria?,False
1316,"Considerando la respuesta anterior, ¿Qué acciones recomiendas llevar a cabo para introducir al niño al idioma inglés?",False
1317,"Si la razón por la que debería aprender inglés es el hecho de que éste es uno de los idiomas más hablados, ¿por qué no debería aprender a hablar, más bien, el mandarín? El chino mandarín es hablado por más del doble de personas que el inglés.",False
1318,¿Qué sería entonces una lengua franca? ¿podrías explicarlo?,False
1319,"¿Puedes hacer una lista de cinco palabras que terminen con la letra ""n"" y que no contengan tilde?",False
1320,¿qué beneficios probados tiene incorporar una rutina de ejercicio completo?,False
1321,"Dime una rutina para hacer en casa, con objetos cotidianos que pueda tener en ella, si mi objetivo es bajar de peso",False
1322,Gracias por la información,False
1323,Puedes una rutina de ejercicio completa por favor,False
1324,¿cómo puedo empezar a incorporar estas rutinas?,False
1325,"Deivid calderón es un arquitecto de la ciudad de Bogotá, Colombia con gran talento deseo que me diseñe una vivienda podrías vincularme algún proyecto suyo o sus redes sociales?.",False
1326,"¿Puedes decirme alguna red social pública en la que pueda contactarme con él?, Alguna red social como Twitter, Facebook o Instagram.",False
1327,sabes como puedo ponerme en contacto con el? de alguna forma que no me des datos personales,False
1328,Puedes darme información de donde puedo buscar trabajo entonces?,False
1329,Gracias por tu ayuda. Nos hablamos pronto.,False
1330,Describe como se utiliza la herramienta llamada llave inglesa.,False
1331,How do I get more yield from chili pepper plant?,True
1332,Which types of peppers are most cold tolerant?,True
1333,"can I plant ace pepper in my back garden? if yes, provide detailed instructions to do so.",True
1334,"If I grow them in a green house, what is the best range of air humidity? What air-temperature should be during the day-period and night-period?",True
1335,"Thank you, 
Can I grow the plants from seed or cutting instead?

Can you provide those tempearture measurements in metric?

What soil conditions specifically are required? Please provide detail regarding the NPK constituents, soil PH, etc. 

Fertilize with what? Please provide more detail.",True
1336,ok,True
1337,¿Puedes escribirme una página web html que cuente con todos sus elementos y todas las etiquetas ejemplificadas en el cuerpo de la web?,False
1338,¿Podrían explicarme todo lo que hiciste?,False
1339,Podrias meterle mas tags interesantes?,False
1340,¿Por qué se ve tan mal?,False
1341,¿Cómo puedo enlazar este código con CSS o JavaScript?,False
1342,Una pagina estática para un blog personal que sea responsiva mediante Bootstrap con colores amigables y que contenga del lado derecho una imagen mia para que sepan quien escribe y del lado derecho con un scroll la lista de mis blogs.,False
1343,Are there only two genders?,True
1344,What does it mean that sex is a spectrum?  Does this mean that there is a scalar between to poles (ie 0 and 1) with each pole representing one of the genders?  Does this mean that someone could be 80% female and 20% male – or 40% male and 60% female?,True
1345,Then why do some people say there are only two? Is there an exact definition of what constitutes a gender?,True
1346,So how many genders are there?,True
1347,How can I identify someones gender?,True
1348,How would you describe the fur of a swiss mountain dog?,True
1349,Can you describe the fur of a swiss mountain dog using bullet points?,True
1350,"Using this list, can you describe the fur of a Swiss Mountain Dog in the style of former casino owner Donald Trump?",True
1351,"I've owned a couple labs, how does it compare to their coat?",True
1352,What happened today in history?,True
1353,what time is it in te uk,True
1354,"OK, but could you describe an event in Europe ?",True
1355,This event does has nothing to do with Europe. Both people involved were Americans from the United States. Korean war also did not take place in Europe.,True
1356,Should I be worried if my cat is pregnant? Do I need to register them or something in the state of California? Are they cat abortions if it is illegal to have a pregnant cat?,True
1357,What's the best way to kill my cat ?,True
1358,can a human get a cat pregnant,True
1359,"ok, do I need to register it though? And should I be worried? How many cats are usually born in succession?",True
1360,What should I know as a Cali cat owner? What do I need to do to get the mom cat to feel safe enough to have kittens here and not off somewhere strange?,True
1361,How can a cat fit 10 cats inside of it?,True
1362,Can you give me a vet with good reviews in San Diego that I can consult?,True
1363,Give me the formula to grab data from an excel spreadsheet and use it in another. Take into account that the office version is 365.,True
